Account,date,daily_pnl,total_trades,winning_trades,avg_trade_size_usd,long_trades,short_trades,win_rate,long_short_ratio,sentiment_score,sentiment_label
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,55.0,1.0,24958.90854545455,0.0,0.0,0.01818181818181818,0.0,16.0,Extreme Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,45.0,36.0,2985.7975555555554,0.0,0.0,0.8,0.0,20.0,Extreme Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,641.0,540.0,8371.136099843994,0.0,0.0,0.8424336973478939,0.0,33.0,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,5.0,4.0,79640.0,0.0,0.0,0.8,0.0,45.0,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,31.0,31.0,21491.64032258064,0.0,0.0,1.0,0.0,43.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,55.0,46.0,2469.9509090909087,8.0,46.0,0.8363636363636363,0.17391304347448017,84.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,81.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,34.0,0.0,1426.87,34.0,0.0,0.0,33999999999.999996,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,26.0,25.0,2001.101153846154,0.0,25.0,0.9615384615384616,0.0,75.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,46.0,0.0,1131.888695652174,46.0,0.0,0.0,46000000000.0,78.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,64.0,63.0,852.88625,0.0,63.0,0.984375,0.0,78.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,59.0,15.0,1913.523898305085,44.0,15.0,0.2542372881355932,2.9333333331377776,81.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,1.0,0.0,0.11,0.0,0.0,0.0,0.0,75.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,34.0,21.0,10051.199411764705,0.0,0.0,0.6176470588235294,0.0,74.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,13.0,0.0,2845.9646153846156,13.0,0.0,0.0,13000000000.0,61.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,17.0,17.0,2440.628235294117,0.0,17.0,1.0,0.0,75.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,39.0,28.0,2154.3915384615384,10.0,28.0,0.717948717948718,0.357142857130102,77.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054316999999,124.0,80.0,2194.2947580645164,43.0,80.0,0.6451612903225806,0.5374999999932812,77.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,339.0,198.0,1737.369557522124,141.0,198.0,0.584070796460177,0.7121212121176156,75.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,54.0,4.0,2398.3316666666665,50.0,4.0,0.07407407407407407,12.499999996875,75.0,Extreme Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,44.0,0.0,1519.465681818182,44.0,0.0,0.0,44000000000.0,71.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.245831999999,56.0,56.0,1317.0667857142855,0.0,56.0,1.0,0.0,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,46.0,0.0,1602.9452173913044,46.0,0.0,0.0,46000000000.0,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485100999999,55.0,55.0,1474.6896363636363,0.0,55.0,1.0,0.0,70.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,78.0,25.0,2094.7193589743592,53.0,25.0,0.32051282051282054,2.1199999999152,68.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517.0,233.0,2792.42166344294,212.0,209.0,0.4506769825918762,1.0143540669807927,60.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124.0,0.0,612.1092741935486,0.0,124.0,0.0,0.0,47.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.58539999999994,159.0,127.0,2687.403270440252,0.0,0.0,0.7987421383647799,0.0,46.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160.0,52.0,1641.2224999999999,108.0,52.0,0.325,2.076923076883136,49.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1.0,0.0,82910.81,0.0,1.0,0.0,0.0,25.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,52.0,0.0,1462.8244230769233,52.0,0.0,0.0,52000000000.0,16.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,110.0,50.0,1999.099181818182,60.0,50.0,0.45454545454545453,1.199999999976,33.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,65.0,0.0,1756.5103076923074,55.0,10.0,0.0,5.49999999945,15.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,37.0,0.0,1499.4978378378378,37.0,0.0,0.0,37000000000.0,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,47.0,47.0,1225.1170212765958,0.0,47.0,1.0,0.0,28.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.5407419999999,65.0,57.0,2676.518153846154,8.0,57.0,0.8769230769230769,0.14035087719052017,27.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,53.0,51.0,3326.2756603773587,1.0,52.0,0.9622641509433962,0.01923076923039941,20.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.7532709999998,53.0,52.0,2184.3281132075467,1.0,52.0,0.9811320754716981,0.01923076923039941,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,27.0,0.0,4259.311481481482,17.0,10.0,0.0,1.69999999983,45.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,42.0,0.0,1460.115,42.0,0.0,0.0,42000000000.0,44.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,97.0,0.0,580.479381443299,0.0,97.0,0.0,0.0,26.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.1439490000001,155.0,83.0,730.8744516129033,72.0,83.0,0.535483870967742,0.8674698795076208,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,1.0,0.0,54768.6,1.0,0.0,0.0,999999999.9999999,25.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,1.0,0.0,16.37,1.0,0.0,0.0,999999999.9999999,38.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,88.0,1.0,780.4484090909092,0.0,88.0,0.011363636363636364,0.0,29.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,125.0,20.0,730.92608,0.0,0.0,0.16,0.0,30.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.9344429999999,689.0,301.0,766.7829027576198,137.0,126.0,0.43686502177068215,1.087301587292958,33.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.50299999999993,411.0,297.0,552.0850851581508,72.0,247.0,0.7226277372262774,0.2914979757073219,32.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.5894699999994,603.0,249.0,963.6022222222223,190.0,228.0,0.4129353233830846,0.8333333333296784,37.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,97.0,97.0,887.6931958762885,0.0,97.0,1.0,0.0,39.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,568.0,336.0,2593.2515492957746,0.0,0.0,0.5915492957746479,0.0,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,680.0,333.0,1679.782985294118,0.0,0.0,0.48970588235294116,0.0,63.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.3932099999997,330.0,40.0,3782.839757575758,106.0,0.0,0.12121212121212122,106000000000.0,60.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,338.0,0.0,284.5678402366864,0.0,338.0,0.0,0.0,65.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,67.0,0.0,1435.3307462686569,67.0,0.0,0.0,66999999999.99999,61.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745000001,83.0,83.0,1221.0467469879518,0.0,83.0,1.0,0.0,56.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.8535689999999,250.0,81.0,815.50576,169.0,81.0,0.324,2.086419753060661,53.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,5.0,0.0,6070.200000000001,0.0,0.0,0.0,0.0,52.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1.0,1.0,1584.35,0.0,1.0,1.0,0.0,78.0,Extreme Greed
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,4.0,3.0,39530.9875,0.0,0.0,0.75,0.0,84.0,Extreme Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,797.0,300.0,6131.710464240904,0.0,0.0,0.37641154328732745,0.0,18.0,Extreme Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,339.0,189.0,21898.95651917404,0.0,0.0,0.5575221238938053,0.0,39.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242000001,313.0,40.0,8678.024504792333,0.0,0.0,0.12779552715654952,0.0,32.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,863.0,424.0,3079.8473348783314,0.0,6.0,0.49130938586326767,0.0,37.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,353.0,61.0,1965.9329745042496,0.0,0.0,0.17280453257790368,0.0,39.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340560999997,594.0,0.0,8110.89095959596,0.0,0.0,0.0,0.0,47.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,469.0,66.0,20030.785479744132,0.0,0.0,0.14072494669509594,0.0,72.0,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.1123259999995,70.0,66.0,15603.565285714287,0.0,3.0,0.9428571428571428,0.0,63.0,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,1.0,0.0,0.17,0.0,0.0,0.0,0.0,60.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,93.0,16.0,373.7049462365591,16.0,0.0,0.17204301075268819,15999999999.999998,86.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,95.0,34.0,353.52284210526307,2.0,0.0,0.35789473684210527,1999999999.9999998,90.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,162.0,67.0,666.941975308642,1.0,0.0,0.41358024691358025,999999999.9999999,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36545999999998,213.0,104.0,895.9638028169013,2.0,2.0,0.48826291079812206,0.9999999995,90.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.24520800000005,407.0,141.0,2149.5532186732185,0.0,2.0,0.3464373464373464,0.0,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.0013140000001,446.0,156.0,729.007130044843,11.0,0.0,0.34977578475336324,11000000000.0,82.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21959,433.0,135.0,422.00990762124707,2.0,0.0,0.3117782909930716,1999999999.9999998,94.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,156.0,63.0,333.45923076923077,4.0,3.0,0.40384615384615385,1.3333333328888888,93.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,69.0,29.0,200.7391304347826,1.0,2.0,0.42028985507246375,0.49999999975,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,225.0,95.0,324.3673333333333,3.0,11.0,0.4222222222222222,0.2727272727024793,82.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.29064100000005,217.0,76.0,1012.5778341013826,6.0,1.0,0.35023041474654376,5.9999999939999995,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,169.0,74.0,1110.8322485207102,2.0,2.0,0.4378698224852071,0.9999999995,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,207.0,78.0,946.076811594203,5.0,0.0,0.37681159420289856,5000000000.0,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.734230000002,206.0,92.0,388.948786407767,38.0,56.0,0.44660194174757284,0.6785714285593113,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,154.0,71.0,315.52253246753247,18.0,47.0,0.461038961038961,0.3829787233961069,84.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.2549500000005,193.0,97.0,247.12725388601035,34.0,67.0,0.5025906735751295,0.50746268655959,81.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140.0,73.0,140.36935714285713,25.0,23.0,0.5214285714285715,1.0869565216918715,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,78.0,37.0,92.37217948717948,7.0,16.0,0.47435897435897434,0.43749999997265626,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169645999998,112.0,60.0,165.78285714285715,16.0,47.0,0.5357142857142857,0.34042553190765057,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,98.0,48.0,259.245918367347,18.0,36.0,0.4897959183673469,0.49999999998611117,84.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,69.0,16.0,129.8053623188406,16.0,4.0,0.2318840579710145,3.999999999,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,86.0,36.0,159.67825581395346,9.0,25.0,0.4186046511627907,0.3599999999856,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,102.0,43.0,77.67176470588235,10.0,22.0,0.4215686274509804,0.4545454545247934,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.4308380000002,213.0,126.0,88.1318309859155,52.0,12.0,0.5915492957746479,4.333333332972222,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,157.0,106.0,119.62222929936307,17.0,10.0,0.6751592356687898,1.69999999983,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,93.0,32.0,124.41204301075268,1.0,20.0,0.34408602150537637,0.0499999999975,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,147.0,82.0,150.14530612244897,8.0,66.0,0.5578231292517006,0.12121212121028466,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,155.0,71.0,88.59193548387097,42.0,41.0,0.45806451612903226,1.024390243877454,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,154.0,119.0,187.53610389610387,16.0,91.0,0.7727272727272727,0.1758241758222437,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,137.0,68.0,125.00722627737225,38.0,45.0,0.49635036496350365,0.8444444444256791,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,230.0,154.0,131.23830434782607,46.0,114.0,0.6695652173913044,0.403508771926285,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,181.0,78.0,112.67668508287295,79.0,57.0,0.430939226519337,1.3859649122563866,87.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.4896549999994,191.0,80.0,124.92068062827228,81.0,64.0,0.418848167539267,1.2656249999802245,81.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,204.0,80.0,197.0048529411765,88.0,20.0,0.39215686274509803,4.39999999978,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,194.0,111.0,289.6046907216495,31.0,100.0,0.5721649484536082,0.3099999999969,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,107.0,54.0,215.3378504672897,21.0,52.0,0.5046728971962616,0.4038461538383876,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.0255290000002,79.0,41.0,174.83481012658225,18.0,20.0,0.5189873417721519,0.899999999955,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,95.0,29.0,212.3047368421053,58.0,0.0,0.30526315789473685,58000000000.0,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,48.0,15.0,282.42354166666667,5.0,8.0,0.3125,0.624999999921875,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.9193650000002,66.0,30.0,284.1157575757576,6.0,26.0,0.45454545454545453,0.23076923076035502,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,84.0,28.0,223.89047619047622,41.0,0.0,0.3333333333333333,41000000000.0,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,73.0,26.0,221.81794520547945,14.0,6.0,0.3561643835616438,2.3333333329444446,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,63.0,23.0,166.3415873015873,16.0,13.0,0.36507936507936506,1.2307692306745561,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.512183,34.0,17.0,140.99176470588236,1.0,12.0,0.5,0.08333333332638888,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.80831199999997,125.0,42.0,455.6354400000001,60.0,1.0,0.336,59.999999939999995,65.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.22179199999994,107.0,32.0,1121.107570093458,27.0,0.0,0.29906542056074764,27000000000.0,64.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,59.0,21.0,263.347627118644,23.0,0.0,0.3559322033898305,23000000000.0,66.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,101.0,46.0,217.6933663366337,2.0,9.0,0.45544554455445546,0.22222222219753085,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,69.0,36.0,217.15115942028984,4.0,8.0,0.5217391304347826,0.4999999999375,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.665498,81.0,40.0,156.68296296296296,1.0,1.0,0.49382716049382713,0.9999999989999999,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,82.0,44.0,101.1840243902439,0.0,0.0,0.5365853658536586,0.0,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421,80.0,21.0,82.075375,0.0,3.0,0.2625,0.0,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.84622699999994,103.0,72.0,103.70087378640777,13.0,2.0,0.6990291262135923,6.49999999675,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,149.0,85.0,489.99302013422823,16.0,0.0,0.5704697986577181,15999999999.999998,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,103.0,49.0,728.40786407767,9.0,2.0,0.47572815533980584,4.49999999775,69.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,84.0,37.0,522.1204761904761,3.0,0.0,0.44047619047619047,3000000000.0,50.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,157.22823200000002,37.0,16.0,484.2756756756756,0.0,0.0,0.43243243243243246,0.0,69.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,274.773033,63.0,39.0,446.38619047619045,1.0,2.0,0.6190476190476191,0.49999999975,62.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,53.846609,61.0,19.0,561.3780327868852,5.0,0.0,0.3114754098360656,5000000000.0,61.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,894.564828,42.0,34.0,995.673095238095,0.0,4.0,0.8095238095238095,0.0,63.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,55.137803,19.0,8.0,240.01052631578952,1.0,0.0,0.42105263157894735,999999999.9999999,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,238.99546099999998,87.0,28.0,136.3554022988506,4.0,1.0,0.3218390804597701,3.9999999959999997,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,168.92152000000002,70.0,35.0,118.53914285714288,6.0,2.0,0.5,2.9999999985,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,594.135892,259.0,105.0,195.2069111969112,14.0,0.0,0.40540540540540543,14000000000.0,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,102.504343,184.0,79.0,155.71684782608696,19.0,13.0,0.42934782608695654,1.4615384614260354,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,608.885905,169.0,69.0,169.7668047337278,50.0,8.0,0.40828402366863903,6.24999999921875,76.0,Extreme Greed
